"id","city","fx_date","sunrise","sunset","moonrise","moonset","moon_phase","moon_phase_icon","temp_max","temp_min","icon_day","text_day","icon_night","text_night","wind360_day","wind_dir_day","wind_scale_day","wind_speed_day","wind360_night","wind_dir_night","wind_scale_night","wind_speed_night","precip","uv_index","humidity","pressure","vis","cloud","update_time"
600,上海,"2025-12-24","06:51:00","16:58:00","09:48:00","20:51:00",蛾眉月,"801",11,5,"300",阵雨,"305",小雨,3,北风,"1-3",13,353,北风,"1-3",19,0.8,1,56,1022,24,56,"2025-11-25 15:36:00"
601,广州,"2025-11-25","06:48:00","17:42:00","10:51:00","21:50:00",蛾眉月,"801",23,11,"100",晴,"150",晴,0,北风,"1-3",16,0,北风,"1-3",3,0.0,4,38,1019,25,0,"2025-11-25 15:36:00"
602,广州,"2025-11-26","06:49:00","17:41:00","11:33:00","22:49:00",蛾眉月,"801",23,12,"100",晴,"150",晴,0,北风,"1-3",3,0,北风,"3-4",24,0.0,4,37,1021,25,0,"2025-11-25 15:36:00"
603,广州,"2025-11-27","06:49:00","17:41:00","12:11:00","23:47:00",蛾眉月,"801",22,11,"100",晴,"150",晴,0,北风,"1-3",16,0,北风,"1-3",3,0.0,2,34,1018,25,0,"2025-11-25 15:36:00"
604,广州,"2025-11-28","06:50:00","17:41:00","12:48:00","00:00:00",上弦月,"802",22,11,"100",晴,"150",晴,0,北风,"1-3",3,0,北风,"1-3",3,0.0,4,26,1015,25,0,"2025-11-25 15:36:00"
605,广州,"2025-11-29","06:51:00","17:41:00","13:22:00","00:46:00",盈凸月,"803",23,12,"100",晴,"150",晴,0,北风,"1-3",3,0,北风,"1-3",3,0.0,4,25,1013,25,0,"2025-11-25 15:36:00"
606,广州,"2025-11-30","06:51:00","17:41:00","13:57:00","01:44:00",盈凸月,"803",24,13,"100",晴,"150",晴,0,北风,"1-3",3,0,北风,"1-3",3,1.4,3,36,1012,25,60,"2025-11-25 15:36:00"
607,广州,"2025-12-01","06:52:00","17:41:00","14:35:00","02:45:00",盈凸月,"803",20,16,"104",阴,"104",阴,0,北风,"1-3",3,0,北风,"1-3",3,0.0,3,52,1013,25,2,"2025-11-25 15:36:00"
608,广州,"2025-12-02","06:53:00","17:42:00","15:15:00","03:47:00",盈凸月,"803",21,16,"101",多云,"151",多云,90,东风,"1-3",3,45,东北风,"1-3",3,0.0,3,38,1016,25,25,"2025-11-25 15:36:00"
609,广州,"2025-12-03","06:53:00","17:42:00","15:59:00","04:53:00",盈凸月,"803",18,14,"104",阴,"151",多云,135,东南风,"1-3",3,135,东南风,"1-3",16,0.0,1,36,1019,25,25,"2025-11-25 15:36:00"
610,广州,"2025-12-04","06:54:00","17:42:00","16:52:00","06:01:00",盈凸月,"803",20,13,"104",阴,"104",阴,180,南风,"1-3",3,0,北风,"1-3",16,0.0,4,26,1021,25,7,"2025-11-25 15:36:00"
611,广州,"2025-12-05","06:55:00","17:42:00","17:50:00","07:09:00",满月,"804",21,13,"104",阴,"104",阴,0,北风,"1-3",3,0,北风,"1-3",3,0.0,4,51,1021,25,8,"2025-11-25 15:36:00"
612,广州,"2025-12-06","06:55:00","17:42:00","18:54:00","08:15:00",亏凸月,"805",21,14,"101",多云,"104",阴,0,北风,"1-3",3,45,东北风,"1-3",3,0.0,4,57,1018,25,9,"2025-11-25 15:36:00"
613,广州,"2025-12-07","06:56:00","17:42:00","20:00:00","09:16:00",亏凸月,"805",22,15,"101",多云,"150",晴,0,北风,"1-3",3,45,东北风,"1-3",3,0.0,4,65,1015,25,20,"2025-11-25 15:36:00"
614,广州,"2025-12-08","06:57:00","17:42:00","21:06:00","10:10:00",亏凸月,"805",23,14,"100",晴,"150",晴,0,北风,"1-3",3,0,北风,"1-3",3,0.0,4,55,1013,25,5,"2025-11-25 15:36:00"
615,广州,"2025-12-09","06:57:00","17:43:00","22:10:00","10:56:00",亏凸月,"805",23,15,"100",晴,"104",阴,0,北风,"1-3",3,135,东南风,"1-3",3,0.0,4,63,1013,25,20,"2025-11-25 15:36:00"
616,广州,"2025-12-10","06:58:00","17:43:00","23:09:00","11:35:00",亏凸月,"805",21,10,"100",晴,"150",晴,23,东北风,"3-4",22,19,东北风,"3-4",20,0.0,4,62,1014,24,5,"2025-11-25 15:36:00"
617,广州,"2025-12-11","06:59:00","17:43:00","00:00:00","12:11:00",亏凸月,"805",20,10,"100",晴,"150",晴,13,东北风,"1-3",19,10,北风,"1-3",17,0.0,4,65,1016,25,20,"2025-11-25 15:36:00"
618,广州,"2025-12-12","06:59:00","17:43:00","00:05:00","12:43:00",下弦月,"806",21,10,"100",晴,"150",晴,8,北风,"1-3",17,360,北风,"1-3",17,0.0,4,45,1014,23,20,"2025-11-25 15:36:00"
619,广州,"2025-12-13","07:00:00","17:44:00","00:58:00","13:13:00",残月,"807",21,11,"100",晴,"150",晴,9,北风,"3-4",28,13,东北风,"3-4",26,0.0,4,46,1016,23,10,"2025-11-25 15:36:00"
620,广州,"2025-12-14","07:00:00","17:44:00","01:51:00","13:44:00",残月,"807",22,11,"100",晴,"150",晴,18,东北风,"3-4",22,14,东北风,"3-4",20,0.0,4,46,1017,23,20,"2025-11-25 15:36:00"
621,广州,"2025-12-15","07:01:00","17:44:00","02:43:00","14:15:00",残月,"807",21,10,"100",晴,"150",晴,22,东北风,"1-3",13,12,东北风,"1-3",6,0.0,4,45,1014,25,20,"2025-11-25 15:36:00"
622,广州,"2025-12-16","07:02:00","17:45:00","03:35:00","14:50:00",残月,"807",21,9,"100",晴,"150",晴,21,东北风,"1-3",6,44,东北风,"1-3",4,0.0,4,44,1015,25,20,"2025-11-25 15:36:00"
623,广州,"2025-12-17","07:02:00","17:45:00","04:28:00","15:27:00",残月,"807",22,10,"100",晴,"150",晴,29,东北风,"1-3",6,43,东北风,"1-3",2,0.0,4,45,1016,25,5,"2025-11-25 15:36:00"
624,广州,"2025-12-18","07:03:00","17:46:00","05:21:00","16:09:00",残月,"807",23,12,"100",晴,"150",晴,37,东北风,"1-3",6,114,东南风,"1-3",4,0.0,4,44,1016,24,10,"2025-11-25 15:36:00"
625,广州,"2025-12-19","07:03:00","17:46:00","06:16:00","16:56:00",残月,"807",23,14,"102",少云,"150",晴,96,东风,"1-3",6,142,东南风,"1-3",7,0.0,2,46,1014,24,20,"2025-11-25 15:36:00"
626,广州,"2025-12-20","07:04:00","17:46:00","07:08:00","17:47:00",新月,"800",22,13,"103",晴间多云,"150",晴,112,东南风,"1-3",15,147,东南风,"1-3",17,0.0,3,46,1015,25,25,"2025-11-25 15:36:00"
627,广州,"2025-12-21","07:04:00","17:47:00","07:58:00","18:42:00",蛾眉月,"801",23,14,"101",多云,"153",晴间多云,129,东南风,"3-4",24,150,东南风,"3-4",22,0.0,2,45,1015,23,25,"2025-11-25 15:36:00"
628,广州,"2025-12-22","07:05:00","17:47:00","08:46:00","19:40:00",蛾眉月,"801",23,14,"101",多云,"150",晴,123,东南风,"1-3",7,145,东南风,"1-3",6,0.0,1,45,1017,23,25,"2025-11-25 15:36:00"
629,广州,"2025-12-23","07:05:00","17:48:00","09:29:00","20:38:00",蛾眉月,"801",22,13,"101",多云,"153",晴间多云,36,东北风,"1-3",6,117,东南风,"1-3",4,0.0,3,43,1017,24,25,"2025-11-25 15:36:00"
630,广州,"2025-12-24","07:06:00","17:48:00","10:08:00","21:36:00",蛾眉月,"801",23,14,"101",多云,"350",阵雨,112,东南风,"1-3",7,142,东南风,"1-3",7,0.0,2,44,1015,24,25,"2025-11-25 15:36:00"
631,深圳,"2025-11-25","06:44:00","17:39:00","10:46:00","21:48:00",蛾眉月,"801",24,16,"100",晴,"150",晴,0,北风,"1-3",3,0,北风,"1-3",3,0.0,5,40,1011,25,0,"2025-11-25 15:36:00"
632,深圳,"2025-11-26","06:44:00","17:39:00","11:28:00","22:46:00",蛾眉月,"801",23,16,"100",晴,"150",晴,0,北风,"1-3",3,0,北风,"1-3",3,0.0,3,31,1012,25,0,"2025-11-25 15:36:00"
633,深圳,"2025-11-27","06:45:00","17:39:00","12:07:00","23:44:00",蛾眉月,"801",24,14,"100",晴,"150",晴,0,北风,"1-3",3,0,北风,"1-3",3,0.0,2,29,1010,25,0,"2025-11-25 15:36:00"
634,深圳,"2025-11-28","06:46:00","17:39:00","12:44:00","00:00:00",上弦月,"802",21,14,"100",晴,"150",晴,0,北风,"1-3",3,0,北风,"1-3",3,0.0,2,58,1007,25,0,"2025-11-25 15:36:00"
635,深圳,"2025-11-29","06:46:00","17:39:00","13:19:00","00:43:00",盈凸月,"803",24,15,"101",多云,"151",多云,0,北风,"1-3",3,0,北风,"1-3",3,0.0,4,63,1006,25,1,"2025-11-25 15:36:00"
636,深圳,"2025-11-30","06:47:00","17:39:00","13:54:00","01:41:00",盈凸月,"803",24,16,"101",多云,"151",多云,0,北风,"1-3",3,0,北风,"1-3",3,0.5,4,43,1005,25,55,"2025-11-25 15:36:00"
637,深圳,"2025-12-01","06:48:00","17:39:00","14:32:00","02:41:00",盈凸月,"803",24,15,"104",阴,"104",阴,0,北风,"1-3",3,0,北风,"1-3",3,0.0,4,70,1007,25,25,"2025-11-25 15:36:00"
638,深圳,"2025-12-02","06:48:00","17:39:00","15:12:00","03:43:00",盈凸月,"803",23,17,"101",多云,"151",多云,45,东北风,"1-3",3,45,东北风,"1-3",3,0.0,3,43,1008,25,18,"2025-11-25 15:36:00"
639,深圳,"2025-12-03","06:49:00","17:40:00","15:57:00","04:48:00",盈凸月,"803",21,16,"101",多云,"104",阴,45,东北风,"1-3",3,45,东北风,"1-3",3,0.0,3,71,1011,25,25,"2025-11-25 15:36:00"
640,深圳,"2025-12-04","06:50:00","17:40:00","16:50:00","05:56:00",盈凸月,"803",21,15,"104",阴,"104",阴,135,东南风,"1-3",3,45,东北风,"1-3",16,0.0,4,66,1014,25,2,"2025-11-25 15:36:00"
641,深圳,"2025-12-05","06:50:00","17:40:00","17:48:00","07:05:00",满月,"804",22,17,"104",阴,"104",阴,45,东北风,"1-3",3,45,东北风,"1-3",3,0.0,4,66,1014,25,5,"2025-11-25 15:36:00"
642,深圳,"2025-12-06","06:51:00","17:40:00","18:52:00","08:11:00",亏凸月,"805",21,17,"104",阴,"104",阴,45,东北风,"1-3",3,45,东北风,"1-3",3,0.0,4,74,1011,25,6,"2025-11-25 15:36:00"
643,深圳,"2025-12-07","06:52:00","17:40:00","19:58:00","09:11:00",亏凸月,"805",21,16,"101",多云,"151",多云,180,南风,"1-3",3,90,东风,"1-3",3,0.0,2,83,1008,25,25,"2025-11-25 15:36:00"
644,深圳,"2025-12-08","06:52:00","17:40:00","21:04:00","10:05:00",亏凸月,"805",23,16,"100",晴,"150",晴,135,东南风,"1-3",3,90,东风,"1-3",3,0.0,4,71,1006,25,5,"2025-11-25 15:36:00"
645,深圳,"2025-12-09","06:53:00","17:41:00","22:07:00","10:52:00",亏凸月,"805",23,15,"101",多云,"104",阴,180,南风,"1-3",3,90,东风,"1-3",3,0.0,4,82,1006,25,10,"2025-11-25 15:36:00"
646,深圳,"2025-12-10","06:54:00","17:41:00","23:06:00","11:31:00",亏凸月,"805",21,13,"100",晴,"150",晴,34,东北风,"3-4",24,40,东北风,"3-4",22,0.0,4,78,1007,25,5,"2025-11-25 15:36:00"
647,深圳,"2025-12-11","06:54:00","17:41:00","00:00:00","12:07:00",亏凸月,"805",20,13,"100",晴,"150",晴,24,东北风,"3-4",24,38,东北风,"1-3",19,0.0,4,77,1008,25,20,"2025-11-25 15:36:00"
648,深圳,"2025-12-12","06:55:00","17:41:00","00:02:00","12:40:00",下弦月,"806",21,14,"100",晴,"150",晴,33,东北风,"1-3",19,15,东北风,"1-3",17,0.0,4,63,1010,25,20,"2025-11-25 15:36:00"
649,深圳,"2025-12-13","06:55:00","17:42:00","00:55:00","13:10:00",残月,"807",22,15,"102",少云,"150",晴,19,东北风,"3-4",26,17,东北风,"3-4",22,0.0,4,59,1009,25,20,"2025-11-25 15:36:00"
650,深圳,"2025-12-14","06:56:00","17:42:00","01:47:00","13:41:00",残月,"807",23,14,"100",晴,"150",晴,24,东北风,"3-4",28,36,东北风,"3-4",20,0.0,4,60,1010,25,20,"2025-11-25 15:36:00"
651,深圳,"2025-12-15","06:57:00","17:42:00","02:39:00","14:13:00",残月,"807",22,13,"100",晴,"150",晴,39,东北风,"3-4",20,87,东风,"1-3",17,0.0,4,63,1009,25,20,"2025-11-25 15:36:00"
652,深圳,"2025-12-16","06:57:00","17:43:00","03:30:00","14:48:00",残月,"807",21,13,"100",晴,"150",晴,58,东北风,"1-3",15,89,东风,"1-3",15,0.0,4,60,1007,25,5,"2025-11-25 15:36:00"
653,深圳,"2025-12-17","06:58:00","17:43:00","04:23:00","15:25:00",残月,"807",22,14,"102",少云,"150",晴,59,东北风,"1-3",15,90,东风,"1-3",11,0.0,4,59,1009,25,20,"2025-11-25 15:36:00"
654,深圳,"2025-12-18","06:58:00","17:44:00","05:17:00","16:07:00",残月,"807",23,16,"103",晴间多云,"150",晴,82,东风,"1-3",6,114,东南风,"1-3",11,0.0,2,61,1010,25,25,"2025-11-25 15:36:00"
655,深圳,"2025-12-19","06:59:00","17:44:00","06:11:00","16:54:00",残月,"807",23,16,"101",多云,"150",晴,74,东北风,"1-3",17,105,东南风,"1-3",17,0.0,1,63,1010,25,25,"2025-11-25 15:36:00"
656,深圳,"2025-12-20","06:59:00","17:44:00","07:03:00","17:45:00",新月,"800",23,16,"103",晴间多云,"150",晴,92,东风,"3-4",22,106,东南风,"3-4",22,0.0,2,59,1007,25,25,"2025-11-25 15:36:00"
657,深圳,"2025-12-21","07:00:00","17:45:00","07:54:00","18:41:00",蛾眉月,"801",23,17,"101",多云,"153",晴间多云,102,东南风,"4-5",30,104,东南风,"3-4",26,0.0,2,62,1008,25,25,"2025-11-25 15:36:00"
658,深圳,"2025-12-22","07:00:00","17:45:00","08:41:00","19:38:00",蛾眉月,"801",23,17,"101",多云,"153",晴间多云,93,东风,"1-3",13,119,东南风,"1-3",7,0.0,2,59,1009,25,25,"2025-11-25 15:36:00"
659,深圳,"2025-12-23","07:01:00","17:46:00","09:24:00","20:36:00",蛾眉月,"801",23,16,"101",多云,"153",晴间多云,109,东南风,"1-3",7,127,东南风,"1-3",13,0.0,1,61,1010,25,25,"2025-11-25 15:36:00"
660,深圳,"2025-12-24","07:01:00","17:46:00","10:04:00","21:33:00",蛾眉月,"801",23,17,"300",阵雨,"153",晴间多云,96,东风,"1-3",19,111,东南风,"1-3",19,0.7,1,61,1010,25,55,"2025-11-25 15:36:00"
